,Instance,Size,Capacity,ObjVal_h,Time_h
0,0.0,5.0,30.0,495.60785526878044,1.431706428527832
1,0.0,5.0,40.0,495.1537944439781,1.5165472030639648
2,0.0,5.0,50.0,495.1537911510723,1.4903104305267334
3,0.0,5.0,60.0,495.153798588285,1.3944735527038574
4,0.0,5.0,70.0,495.15379334418566,1.40586256980896
5,1.0,5.0,30.0,530.408865706183,1.4371812343597412
6,1.0,5.0,40.0,530.4088479394385,1.7443327903747559
7,1.0,5.0,50.0,530.4088588950349,1.6256694793701172
8,1.0,5.0,60.0,530.4088607932658,1.3365213871002197
9,1.0,5.0,70.0,530.4088569587108,1.4195797443389893
10,2.0,5.0,30.0,471.2269953780368,1.2744886875152588
11,2.0,5.0,40.0,471.2270007489971,1.4193930625915527
12,2.0,5.0,50.0,471.2270058837664,1.4295167922973633
13,2.0,5.0,60.0,471.22699872499277,1.4219210147857666
14,2.0,5.0,70.0,471.22699787370817,1.3175780773162842
15,3.0,5.0,30.0,393.2289387856116,1.215226650238037
16,3.0,5.0,40.0,393.2289427996811,1.0418076515197754
17,3.0,5.0,50.0,393.2289428217027,1.1833884716033936
18,3.0,5.0,60.0,393.2289433067512,1.2081010341644287
19,3.0,5.0,70.0,393.2289430253431,1.1657614707946777
20,4.0,5.0,30.0,525.2591039219773,1.7448086738586426
21,4.0,5.0,40.0,525.2591068389522,1.62843656539917
22,4.0,5.0,50.0,527.9897896964505,1.5076117515563965
23,4.0,5.0,60.0,525.2591065264398,1.756795883178711
24,4.0,5.0,70.0,525.2591017938128,2.004932165145874
25,0.0,6.0,30.0,700.6051966821939,2.2672626972198486
26,0.0,6.0,40.0,700.6051909997352,2.3816380500793457
27,0.0,6.0,50.0,700.6051938790126,2.0853805541992188
28,0.0,6.0,60.0,700.6047506534704,2.318521022796631
29,0.0,6.0,70.0,700.6051889435656,2.5497984886169434
30,1.0,6.0,30.0,549.4277958707241,3.5494322776794434
31,1.0,6.0,40.0,549.6240067979597,4.108151435852051
32,1.0,6.0,50.0,549.4275823331213,3.3323662281036377
33,1.0,6.0,60.0,551.1335527218273,2.568723440170288
34,1.0,6.0,70.0,549.4277985055892,3.5167696475982666
35,2.0,6.0,30.0,528.9009605890833,1.709587574005127
36,2.0,6.0,40.0,528.900787306875,1.993574857711792
37,2.0,6.0,50.0,528.9007923713765,2.1833505630493164
38,2.0,6.0,60.0,528.9006637409976,1.9986119270324707
39,2.0,6.0,70.0,528.9004303652991,2.195627212524414
40,3.0,6.0,30.0,605.7494515742536,2.510511636734009
41,3.0,6.0,40.0,605.7492310393582,2.1852424144744873
42,3.0,6.0,50.0,605.7485585119543,2.2632014751434326
43,3.0,6.0,60.0,605.7488877312402,2.2213711738586426
44,3.0,6.0,70.0,605.7494706577363,2.939181327819824
45,4.0,6.0,30.0,727.4900840489331,2.0181241035461426
46,4.0,6.0,40.0,727.4900837541951,2.0929715633392334
47,4.0,6.0,50.0,727.4900850021611,1.8645644187927246
48,4.0,6.0,60.0,727.4900909774141,2.101001262664795
49,4.0,6.0,70.0,727.4900973579634,2.264124870300293
50,0.0,7.0,30.0,750.8670206103357,3.5689845085144043
51,0.0,7.0,40.0,750.8670289168579,3.607841968536377
52,0.0,7.0,50.0,750.8670054616878,3.075974941253662
53,0.0,7.0,60.0,750.8670071310848,3.98344087600708
54,0.0,7.0,70.0,750.8670136790465,3.0993194580078125
55,1.0,7.0,30.0,599.4616165573213,4.031595230102539
56,1.0,7.0,40.0,599.3466026191622,4.275261878967285
57,1.0,7.0,50.0,600.6447577066308,3.442978620529175
58,1.0,7.0,60.0,599.3465956835455,4.296855926513672
59,1.0,7.0,70.0,599.3465958793973,4.823594808578491
60,2.0,7.0,30.0,575.2489576380817,3.9810662269592285
61,2.0,7.0,40.0,575.0440611041124,3.305548667907715
62,2.0,7.0,50.0,574.5816807326285,3.346397638320923
63,2.0,7.0,60.0,575.5319365949017,4.257253170013428
64,2.0,7.0,70.0,574.5816808231646,4.328897714614868
65,3.0,7.0,30.0,655.0612694613992,4.1696617603302
66,3.0,7.0,40.0,655.0612717316912,4.021722793579102
67,3.0,7.0,50.0,655.0612817891724,4.003604173660278
68,3.0,7.0,60.0,655.0612728130762,4.873122692108154
69,3.0,7.0,70.0,655.0612691705464,4.0848388671875
70,4.0,7.0,30.0,533.2189647288103,5.512261390686035
71,4.0,7.0,40.0,533.2188848083769,5.161435842514038
72,4.0,7.0,50.0,533.2189406537267,5.494276523590088
73,4.0,7.0,60.0,533.2188921950383,5.4930219650268555
74,4.0,7.0,70.0,533.2189044828309,6.046566963195801
75,0.0,8.0,30.0,645.1024683339084,6.530445098876953
76,0.0,8.0,40.0,645.1151603708834,7.2934653759002686
77,0.0,8.0,50.0,645.1026461733233,8.642321348190308
78,0.0,8.0,60.0,645.1024150453541,5.715582609176636
79,0.0,8.0,70.0,645.1026445937707,5.848172187805176
80,1.0,8.0,30.0,747.8141594656083,7.718531847000122
81,1.0,8.0,40.0,726.8317716552609,7.3985435962677
82,1.0,8.0,50.0,726.8317917594136,6.4926323890686035
83,1.0,8.0,60.0,726.8317771824693,7.650514602661133
84,1.0,8.0,70.0,726.8317799508509,7.572402715682983
85,2.0,8.0,30.0,720.5875520141101,9.186076641082764
86,2.0,8.0,40.0,716.8299832966104,9.015660285949707
87,2.0,8.0,50.0,719.7606245130798,8.8210768699646
88,2.0,8.0,60.0,717.7353720320742,8.916842460632324
89,2.0,8.0,70.0,719.3728603057897,12.385676622390747
90,3.0,8.0,30.0,723.1061967141754,8.667884826660156
91,3.0,8.0,40.0,723.1061987142821,7.472147703170776
92,3.0,8.0,50.0,723.1061860309851,7.014356851577759
93,3.0,8.0,60.0,723.1061918249301,6.532628059387207
94,3.0,8.0,70.0,723.1062102111961,7.477335214614868
95,4.0,8.0,30.0,761.2040920900475,5.952805757522583
96,4.0,8.0,40.0,761.2040957984465,7.051324129104614
97,4.0,8.0,50.0,761.2040888941776,6.281329870223999
98,4.0,8.0,60.0,761.2040790013398,6.29028058052063
99,4.0,8.0,70.0,761.204015609831,5.740109920501709
100,0.0,9.0,30.0,665.7383933980516,11.840826988220215
101,0.0,9.0,40.0,659.5523397210246,8.276827096939087
102,0.0,9.0,50.0,655.6546610106222,14.310028553009033
103,0.0,9.0,60.0,658.3286712080678,13.016225814819336
104,0.0,9.0,70.0,659.122428882071,13.382056474685669
105,1.0,9.0,30.0,836.3723805289942,13.777770042419434
106,1.0,9.0,40.0,836.3374239177601,16.30492901802063
107,1.0,9.0,50.0,836.3439034048827,16.290682792663574
108,1.0,9.0,60.0,836.3439255387211,15.71147108078003
109,1.0,9.0,70.0,836.3438821048198,12.000365495681763
110,2.0,9.0,30.0,897.6710789483811,12.102596282958984
111,2.0,9.0,40.0,893.7327171758131,13.406489372253418
112,2.0,9.0,50.0,893.7326148336684,14.913238525390625
113,2.0,9.0,60.0,893.7325660386009,13.160826206207275
114,2.0,9.0,70.0,893.732622886782,11.897114753723145
115,3.0,9.0,30.0,684.371104326364,18.14879870414734
116,3.0,9.0,40.0,677.0387821572112,12.764719724655151
117,3.0,9.0,50.0,676.7981250528321,16.051881313323975
118,3.0,9.0,60.0,680.0415226440582,16.600387573242188
119,3.0,9.0,70.0,680.6483194733536,15.641314029693604
120,4.0,9.0,30.0,699.0442181477887,12.33686351776123
121,4.0,9.0,40.0,702.8144459818513,10.785991430282593
122,4.0,9.0,50.0,700.9048550474926,12.840052604675293
123,4.0,9.0,60.0,700.1065936277331,14.67581582069397
124,4.0,9.0,70.0,702.7529172626539,13.912195920944214
125,0.0,10.0,30.0,940.965335534333,20.562631607055664
126,0.0,10.0,40.0,930.6758781950533,15.386340856552124
127,0.0,10.0,50.0,931.2168295807785,18.00031590461731
128,0.0,10.0,60.0,932.654053405181,17.81172800064087
129,0.0,10.0,70.0,927.7679346444606,17.041261911392212
130,1.0,10.0,30.0,819.4352650790378,13.418803453445435
131,1.0,10.0,40.0,818.1785329414186,14.716159343719482
132,1.0,10.0,50.0,819.7162458805888,14.30221939086914
133,1.0,10.0,60.0,821.4455111027676,14.598121404647827
134,1.0,10.0,70.0,818.8315759303971,15.869754314422607
135,2.0,10.0,30.0,783.7160834115341,21.387583017349243
136,2.0,10.0,40.0,777.3124856547422,21.862234592437744
137,2.0,10.0,50.0,779.228666544074,23.410658597946167
138,2.0,10.0,60.0,777.9379013849502,22.080880403518677
139,2.0,10.0,70.0,776.0927239039365,29.642736673355103
140,3.0,10.0,30.0,594.2245463009835,29.731188774108887
141,3.0,10.0,40.0,591.4642529650934,27.69349718093872
142,3.0,10.0,50.0,599.3755688798124,27.159027338027954
143,3.0,10.0,60.0,593.8073053260761,30.861667156219482
144,3.0,10.0,70.0,591.2526353531251,28.50440216064453
145,4.0,10.0,30.0,904.5661033638312,27.79884362220764
146,4.0,10.0,40.0,905.9479729523558,24.78926110267639
147,4.0,10.0,50.0,906.6510930154237,23.691301584243774
148,4.0,10.0,60.0,907.0283722655447,25.131571531295776
149,4.0,10.0,70.0,905.6834190485542,27.06023859977722
150,0.0,11.0,30.0,889.5977692869708,30.160420894622803
151,0.0,11.0,40.0,862.6745911729918,28.83931875228882
152,0.0,11.0,50.0,865.2743777846994,33.44659614562988
153,0.0,11.0,60.0,866.9809170303179,29.234195232391357
154,0.0,11.0,70.0,863.2945157119399,26.133583545684814
155,1.0,11.0,30.0,778.0246943357365,30.227464199066162
156,1.0,11.0,40.0,779.3132855145391,30.27521800994873
157,1.0,11.0,50.0,782.336132125268,22.03448510169983
158,1.0,11.0,60.0,779.2579066190139,25.009337186813354
159,1.0,11.0,70.0,777.9964119630238,27.282023668289185
160,2.0,11.0,30.0,972.5175980516238,54.1433961391449
161,2.0,11.0,40.0,974.3422634157357,62.448529958724976
162,2.0,11.0,50.0,974.4595671763722,50.64871168136597
163,2.0,11.0,60.0,970.5796300626624,56.576274394989014
164,2.0,11.0,70.0,972.0278278798014,48.586267948150635
165,3.0,11.0,30.0,744.3402218475801,34.07883858680725
166,3.0,11.0,40.0,744.34022698593,25.44008469581604
167,3.0,11.0,50.0,744.3401825774195,31.23658800125122
168,3.0,11.0,60.0,744.293992027933,30.762319326400757
169,3.0,11.0,70.0,744.3455223897163,41.12281322479248
170,4.0,11.0,30.0,854.8744474037245,25.00706648826599
171,4.0,11.0,40.0,854.8743997383699,27.478285789489746
172,4.0,11.0,50.0,855.4893054291824,34.16002798080444
173,4.0,11.0,60.0,855.0538898718937,32.8978796005249
174,4.0,11.0,70.0,854.8745462093052,31.964805364608765
175,0.0,12.0,30.0,945.1897675201442,57.5793354511261
176,0.0,12.0,40.0,923.9494573723553,63.22321605682373
177,0.0,12.0,50.0,922.1806144855464,63.67338037490845
178,0.0,12.0,60.0,922.7031655686367,62.38304162025452
179,0.0,12.0,70.0,920.7675718198418,89.0386655330658
180,1.0,12.0,30.0,815.0880797979839,47.5530903339386
181,1.0,12.0,40.0,816.7344785612767,59.38870882987976
182,1.0,12.0,50.0,814.6895790856385,56.702402114868164
183,1.0,12.0,60.0,813.695762084275,56.49489974975586
184,1.0,12.0,70.0,814.3339767089833,46.4784791469574
185,2.0,12.0,30.0,905.7520004706953,54.8730149269104
186,2.0,12.0,40.0,904.5159503542952,50.497297525405884
187,2.0,12.0,50.0,901.8626671430945,46.90095663070679
188,2.0,12.0,60.0,910.0777404080766,48.78648376464844
189,2.0,12.0,70.0,906.4473452349821,49.201993227005005
190,3.0,12.0,30.0,1109.3848928849602,44.369768381118774
191,3.0,12.0,40.0,1107.8847419674366,38.497180700302124
192,3.0,12.0,50.0,1107.2602429231213,40.26969242095947
193,3.0,12.0,60.0,1108.479658295471,43.497116565704346
194,3.0,12.0,70.0,1108.4797342363124,50.4579074382782
195,4.0,12.0,30.0,777.9656007164629,53.2041757106781
196,4.0,12.0,40.0,778.7500813489387,57.655465841293335
197,4.0,12.0,50.0,779.9215788783429,57.57790756225586
198,4.0,12.0,60.0,778.8418340274072,58.011337995529175
199,4.0,12.0,70.0,778.8134372483534,56.2804114818573
200,0.0,13.0,30.0,1053.6732529926921,62.849289417266846
201,0.0,13.0,40.0,1049.6688653418346,75.28716230392456
202,0.0,13.0,50.0,1044.660132478834,67.97946357727051
203,0.0,13.0,60.0,1042.2284543778717,72.72302031517029
204,0.0,13.0,70.0,1048.9339858016135,76.27057766914368
205,1.0,13.0,30.0,835.8568454709879,99.83376455307007
206,1.0,13.0,40.0,831.6513718635886,88.15751886367798
207,1.0,13.0,50.0,827.6715222198766,92.05947542190552
208,1.0,13.0,60.0,837.0445539659395,108.27784538269043
209,1.0,13.0,70.0,834.9672227122172,111.64159321784973
210,2.0,13.0,30.0,801.5292867158234,65.69576501846313
211,2.0,13.0,40.0,798.6092392602156,71.64501810073853
212,2.0,13.0,50.0,806.0102067852969,66.39388465881348
213,2.0,13.0,60.0,808.9876168530625,67.76662397384644
214,2.0,13.0,70.0,805.464241561845,59.81236410140991
215,3.0,13.0,30.0,813.1984301167013,92.01327347755432
216,3.0,13.0,40.0,814.6765466014589,97.29686498641968
217,3.0,13.0,50.0,814.1028028899858,93.08018183708191
218,3.0,13.0,60.0,812.8727717048228,95.56557869911194
219,3.0,13.0,70.0,817.3820202879069,88.21434283256531
220,4.0,13.0,30.0,989.1033588665056,73.09707069396973
221,4.0,13.0,40.0,992.5956646377025,83.20221400260925
222,4.0,13.0,50.0,972.8653474054514,78.6343584060669
223,4.0,13.0,60.0,987.8115411867743,89.59431791305542
224,4.0,13.0,70.0,980.7323703565962,80.86680245399475
225,0.0,14.0,30.0,938.777399367319,105.27110004425049
226,0.0,14.0,40.0,932.6641067265341,105.67422771453857
227,0.0,14.0,50.0,937.9937297916149,106.01963973045349
228,0.0,14.0,60.0,937.7088953963616,131.76876425743103
229,0.0,14.0,70.0,943.2106640923416,122.48868370056152
230,1.0,14.0,30.0,1082.5540950890252,103.20019268989563
231,1.0,14.0,40.0,1081.5823719131886,96.65488266944885
232,1.0,14.0,50.0,1075.1567185436527,88.09910607337952
233,1.0,14.0,60.0,1075.1589378828721,86.73731398582458
234,1.0,14.0,70.0,1073.930679065196,100.96922206878662
235,2.0,14.0,30.0,1054.752384148385,95.62731719017029
236,2.0,14.0,40.0,1062.0670901539115,100.41484570503235
237,2.0,14.0,50.0,1062.7935211419783,99.39258861541748
238,2.0,14.0,60.0,1053.9671089538338,126.21420240402222
239,2.0,14.0,70.0,1052.62154968111,102.99285125732422
240,3.0,14.0,30.0,972.7242804803265,119.3207278251648
241,3.0,14.0,40.0,974.977121324488,122.31606125831604
242,3.0,14.0,50.0,974.6521419226463,124.46816039085388
243,3.0,14.0,60.0,985.8715098922113,104.42022776603699
244,3.0,14.0,70.0,969.7927768156471,105.36780285835266
245,4.0,14.0,30.0,939.7493274563179,113.1386251449585
246,4.0,14.0,40.0,938.7860674467945,126.85999274253845
247,4.0,14.0,50.0,939.7636930893066,117.69974637031555
248,4.0,14.0,60.0,934.893271753724,111.12597608566284
249,4.0,14.0,70.0,945.5964328061079,126.29974293708801
250,0.0,15.0,30.0,1035.5500559484285,118.22406506538391
251,0.0,15.0,40.0,1028.351713413564,154.02485871315002
252,0.0,15.0,50.0,1032.5582779668757,139.64258480072021
253,0.0,15.0,60.0,1031.12257420252,154.16380262374878
254,0.0,15.0,70.0,1041.9577513389922,123.3367052078247
255,1.0,15.0,30.0,898.4521887239068,145.9239227771759
256,1.0,15.0,40.0,902.1117386021439,156.22426009178162
257,1.0,15.0,50.0,898.9563642820498,153.6882119178772
258,1.0,15.0,60.0,903.0803034962017,140.91058444976807
259,1.0,15.0,70.0,894.8862134044542,124.78526711463928
260,2.0,15.0,30.0,1161.5045263613836,166.1496193408966
261,2.0,15.0,40.0,1162.4474494632561,144.20828938484192
262,2.0,15.0,50.0,1155.587101625928,122.77192687988281
263,2.0,15.0,60.0,1150.300663944673,151.13829898834229
264,2.0,15.0,70.0,1163.7498868923226,179.96251487731934
265,3.0,15.0,30.0,1063.3829566706295,143.12469506263733
266,3.0,15.0,40.0,1054.188877959679,129.69831442832947
267,3.0,15.0,50.0,1053.996436080659,118.2222592830658
268,3.0,15.0,60.0,1055.7342726548513,140.9926838874817
269,3.0,15.0,70.0,1060.8309386145384,145.60406303405762
270,4.0,15.0,30.0,1117.8234281818077,131.8086440563202
271,4.0,15.0,40.0,1121.8442288028082,147.52140498161316
272,4.0,15.0,50.0,1122.2336689368585,128.35357880592346
273,4.0,15.0,60.0,1128.1793833650695,136.23969173431396
274,4.0,15.0,70.0,1127.3113651204908,126.55907535552979
